Country,City,Latitude,Longitude,Coffee type,Years,Total Production,Global Price of Arabica Coffee (US cents per a lb),Global Price of Robusta Coffee (US cents per a lb),Oceanic Index,El Nino or La Nina Year,Magnitude
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2016,447420000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2016,369660000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2016,1080000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2016,47580000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2016,30600000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,2016,720000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2016,218100000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,2016,60000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2016,153300000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,2016,2580000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,2016,7200000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2016,2280000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2016,2220000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2016,32280000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,2016,1380000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2016,720000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2016,297720000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2016,31500000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,2016,8580000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2017,2100000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2017,5040000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2017,3164400000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2017,12120000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2017,37440000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2017,651120000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2017,24240000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2017,840000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2017,44040000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2017,1200000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,2017,256740000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2017,15840000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2017,3900000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2017,420000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2017,6780000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2017,24720000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,2017,20520000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2017,12180000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2017,46980000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,2017,1140000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2017,22200000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2017,3600000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,2017,829440000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2017,93660000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2017,97440000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2017,22920000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2017,45600000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2017,0.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,2017,440820000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,2017,0.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2017,780000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2017,224040000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,2017,13740000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2017,600000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2017,453600000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2017,348780000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2017,1140000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2017,47400000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2017,31980000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,2017,960000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2017,269100000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,2017,120000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2017,158520000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,2017,2520000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,2017,6300000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2017,2280000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2017,2220000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2017,38280000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,2017,6900000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2017,720000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2017,275820000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2017,34320000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,2017,7920000.0,150.76,100.96,-0.4666666666666666,La Nina,Neutral
