Country,City,Latitude,Longitude,Coffee type,Years,Total Production,Global Price of Arabica Coffee (US cents per a lb),Global Price of Robusta Coffee (US cents per a lb),Oceanic Index,El Nino or La Nina Year,Magnitude
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1994,142560000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1994,322080000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1994,38460000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1994,5040000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1994,68340000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1994,1500000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Peru,Jaén,-5.7091,-78.8047,Arabica,1994,70740000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1994,1320000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1994,0.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1994,6360000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1994,17040000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1994,43800000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Haiti,Dondon,19.533,-72.2,Arabica,1994,27000000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1994,52620000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1994,40740000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Zambia,Chipata City,-13.6333,32.65,Arabica,1994,1260000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1994,24360000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1994,15000000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Colombia,Armenia,4.5361,-75.6757,Arabica,1994,777840000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1994,148920000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1994,180360000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1994,77880000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1994,137580000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1994,180000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Ethiopia,Jimma,7.6792,36.834,Arabica,1994,165780000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Gabon,Franceville,-1.6333,13.5833,Robusta,1994,480000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1994,3420000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1994,227220000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Guinea,Siguiri,11.422,-9.168,Robusta,1994,11880000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1994,0.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1994,130860000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1994,180120000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1994,2700000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1994,99780000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1994,0.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Liberia,Gbarnga,7.0104,-9.49,Robusta,1994,300000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1994,249540000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Nepal,Baglung,28.2719,83.5898,Arabica,1994,0.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1994,40980000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Nigeria,Jos,9.9285,8.8921,Robusta,1994,3120000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Panama,Boquete,8.7783,-82.4324,Arabica,1994,14880000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1994,4380000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1994,2520000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1994,83940000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Togo,Sokodé,8.9833,1.1333,Robusta,1994,10560000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1994,1080000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1994,143580000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1994,59340000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Yemen,Taiz,13.5795,44.0209,Arabica,1994,0.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1995,3720000.0,150.83,125.56,-0.65,La Nina,Weak
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1995,8520000.0,150.83,125.56,-0.65,La Nina,Weak
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1995,1083600000.0,150.83,125.56,-0.65,La Nina,Weak
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1995,26040000.0,150.83,125.56,-0.65,La Nina,Weak
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1995,113280000.0,150.83,125.56,-0.65,La Nina,Weak
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1995,274380000.0,150.83,125.56,-0.65,La Nina,Weak
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1995,47100000.0,150.83,125.56,-0.65,La Nina,Weak
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1995,5460000.0,150.83,125.56,-0.65,La Nina,Weak
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1995,60120000.0,150.83,125.56,-0.65,La Nina,Weak
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1995,1560000.0,150.83,125.56,-0.65,La Nina,Weak
Peru,Jaén,-5.7091,-78.8047,Arabica,1995,112260000.0,150.83,125.56,-0.65,La Nina,Weak
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1995,19740000.0,150.83,125.56,-0.65,La Nina,Weak
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1995,0.0,150.83,125.56,-0.65,La Nina,Weak
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1995,7860000.0,150.83,125.56,-0.65,La Nina,Weak
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1995,17100000.0,150.83,125.56,-0.65,La Nina,Weak
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1995,53160000.0,150.83,125.56,-0.65,La Nina,Weak
Haiti,Dondon,19.533,-72.2,Arabica,1995,30840000.0,150.83,125.56,-0.65,La Nina,Weak
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1995,51000000.0,150.83,125.56,-0.65,La Nina,Weak
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1995,53820000.0,150.83,125.56,-0.65,La Nina,Weak
Zambia,Chipata City,-13.6333,32.65,Arabica,1995,1560000.0,150.83,125.56,-0.65,La Nina,Weak
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1995,39600000.0,150.83,125.56,-0.65,La Nina,Weak
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1995,6480000.0,150.83,125.56,-0.65,La Nina,Weak
Colombia,Armenia,4.5361,-75.6757,Arabica,1995,776280000.0,150.83,125.56,-0.65,La Nina,Weak
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1995,170640000.0,150.83,125.56,-0.65,La Nina,Weak
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1995,151920000.0,150.83,125.56,-0.65,La Nina,Weak
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1995,65880000.0,150.83,125.56,-0.65,La Nina,Weak
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1995,155100000.0,150.83,125.56,-0.65,La Nina,Weak
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1995,120000.0,150.83,125.56,-0.65,La Nina,Weak
Ethiopia,Jimma,7.6792,36.834,Arabica,1995,189900000.0,150.83,125.56,-0.65,La Nina,Weak
Gabon,Franceville,-1.6333,13.5833,Robusta,1995,120000.0,150.83,125.56,-0.65,La Nina,Weak
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1995,3420000.0,150.83,125.56,-0.65,La Nina,Weak
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1995,240120000.0,150.83,125.56,-0.65,La Nina,Weak
Guinea,Siguiri,11.422,-9.168,Robusta,1995,6240000.0,150.83,125.56,-0.65,La Nina,Weak
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1995,0.0,150.83,125.56,-0.65,La Nina,Weak
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1995,114540000.0,150.83,125.56,-0.65,La Nina,Weak
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1995,240720000.0,150.83,125.56,-0.65,La Nina,Weak
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1995,2580000.0,150.83,125.56,-0.65,La Nina,Weak
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1995,99840000.0,150.83,125.56,-0.65,La Nina,Weak
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1995,0.0,150.83,125.56,-0.65,La Nina,Weak
Liberia,Gbarnga,7.0104,-9.49,Robusta,1995,300000.0,150.83,125.56,-0.65,La Nina,Weak
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1995,318000000.0,150.83,125.56,-0.65,La Nina,Weak
Nepal,Baglung,28.2719,83.5898,Arabica,1995,0.0,150.83,125.56,-0.65,La Nina,Weak
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1995,59100000.0,150.83,125.56,-0.65,La Nina,Weak
Nigeria,Jos,9.9285,8.8921,Robusta,1995,3180000.0,150.83,125.56,-0.65,La Nina,Weak
Panama,Boquete,8.7783,-82.4324,Arabica,1995,12540000.0,150.83,125.56,-0.65,La Nina,Weak
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1995,2640000.0,150.83,125.56,-0.65,La Nina,Weak
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1995,2160000.0,150.83,125.56,-0.65,La Nina,Weak
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1995,79020000.0,150.83,125.56,-0.65,La Nina,Weak
Togo,Sokodé,8.9833,1.1333,Robusta,1995,5040000.0,150.83,125.56,-0.65,La Nina,Weak
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1995,1080000.0,150.83,125.56,-0.65,La Nina,Weak
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1995,194640000.0,150.83,125.56,-0.65,La Nina,Weak
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1995,88020000.0,150.83,125.56,-0.65,La Nina,Weak
Yemen,Taiz,13.5795,44.0209,Arabica,1995,0.0,150.83,125.56,-0.65,La Nina,Weak
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1996,4260000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1996,7500000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1996,1751820000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1996,24060000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1996,119580000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1996,493260000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1996,50940000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1996,2940000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1996,65340000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1996,1860000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,1996,108360000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1996,17580000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1996,0.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1996,10440000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1996,21960000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1996,31140000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,1996,25680000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1996,53400000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1996,45840000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,1996,1980000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1996,85920000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1996,12480000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,1996,646740000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1996,133320000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1996,291540000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1996,47700000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1996,152040000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1996,60000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,1996,204420000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,1996,60000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1996,1920000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1996,271500000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,1996,8880000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1996,0.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1996,120240000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1996,205020000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1996,3240000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1996,74820000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1996,0.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,1996,300000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1996,306600000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,1996,0.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1996,47580000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,1996,2760000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,1996,12660000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1996,2460000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1996,2220000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1996,84240000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,1996,17460000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1996,1080000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1996,205140000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1996,72360000.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,1996,0.0,121.97,81.96,-0.0833333333333333,La Nina,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1997,3840000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1997,8460000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1997,1568880000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1997,15000000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1997,71460000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1997,457260000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1997,37440000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1997,3660000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1997,64440000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1997,2940000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Peru,Jaén,-5.7091,-78.8047,Arabica,1997,115800000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1997,11580000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1997,0.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1997,7800000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1997,18000000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1997,56460000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Haiti,Dondon,19.533,-72.2,Arabica,1997,25920000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1997,56100000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1997,37440000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Zambia,Chipata City,-13.6333,32.65,Arabica,1997,2280000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1997,53340000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1997,6840000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Colombia,Armenia,4.5361,-75.6757,Arabica,1997,727320000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1997,157020000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1997,249840000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1997,48660000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1997,130500000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1997,120000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Ethiopia,Jimma,7.6792,36.834,Arabica,1997,183420000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Gabon,Franceville,-1.6333,13.5833,Robusta,1997,180000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1997,1620000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1997,253140000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Guinea,Siguiri,11.422,-9.168,Robusta,1997,10320000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1997,0.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1997,153840000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1997,246540000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1997,2820000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1997,52920000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1997,0.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Liberia,Gbarnga,7.0104,-9.49,Robusta,1997,300000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1997,288120000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Nepal,Baglung,28.2719,83.5898,Arabica,1997,0.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1997,65040000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Nigeria,Jos,9.9285,8.8921,Robusta,1997,2700000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Panama,Boquete,8.7783,-82.4324,Arabica,1997,13020000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1997,3000000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1997,3480000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1997,77580000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Togo,Sokodé,8.9833,1.1333,Robusta,1997,13260000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1997,1140000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1997,206400000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1997,57060000.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Yemen,Taiz,13.5795,44.0209,Arabica,1997,0.0,188.93,78.67,1.6333333333333335,El Nino,Strong
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1998,5100000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1998,8280000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1998,2205660000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1998,29520000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1998,72360000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1998,437760000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1998,59520000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1998,3840000.0,135.47,82.72,-1.2166666666666666,La Nina,Moderate
